ID,year,type,division,subdivision,major
2997,2014,Minor,II,2,Business Institutions
2998,2014,Minor,II,2,Business Institutions
3002,2014,Minor,II,2,Business Institutions
3017,2014,Minor,II,2,Business Institutions
3023,2014,Minor,II,2,Business Institutions
3038,2014,Minor,II,2,Business Institutions
3045,2014,Minor,II,2,Business Institutions
3052,2014,Minor,II,2,Business Institutions
3067,2014,Minor,II,2,Business Institutions
3075,2014,Minor,II,2,Business Institutions
3085,2014,Minor,II,2,Business Institutions
3086,2014,Minor,II,2,Business Institutions
3094,2014,Minor,II,2,Business Institutions
3097,2014,Minor,II,2,Business Institutions
3119,2014,Minor,II,2,Business Institutions
3122,2014,Minor,II,2,Business Institutions
3125,2014,Minor,II,2,Business Institutions
3131,2014,Minor,II,2,Business Institutions
3132,2014,Minor,II,2,Business Institutions
3135,2014,Minor,II,2,Business Institutions
3137,2014,Minor,II,2,Business Institutions
3142,2014,Minor,II,2,Business Institutions
3150,2014,Minor,II,2,Business Institutions
3155,2014,Minor,II,2,Business Institutions
3164,2014,Minor,II,2,Business Institutions
3173,2014,Minor,II,2,Business Institutions
3179,2014,Minor,II,2,Business Institutions
3195,2014,Minor,II,2,Business Institutions
3210,2014,Minor,II,2,Business Institutions
3265,2014,Minor,II,2,Business Institutions
3286,2014,Minor,II,2,Business Institutions
3296,2014,Minor,II,2,Business Institutions
3311,2014,Minor,II,2,Business Institutions
3313,2014,Minor,II,2,Business Institutions
3319,2014,Minor,II,2,Business Institutions
3323,2014,Minor,II,2,Business Institutions
3357,2014,Minor,II,2,Business Institutions
3365,2014,Minor,II,2,Business Institutions
3380,2014,Minor,II,2,Business Institutions
3385,2014,Minor,II,2,Business Institutions
3409,2014,Minor,II,2,Business Institutions
3444,2014,Minor,II,2,Business Institutions
3459,2014,Minor,II,2,Business Institutions
3468,2014,Minor,II,2,Business Institutions
3475,2014,Minor,II,2,Business Institutions
3480,2014,Minor,II,2,Business Institutions
3490,2014,Minor,II,2,Business Institutions
3525,2014,Minor,II,2,Business Institutions
3560,2014,Minor,II,2,Business Institutions
3563,2014,Minor,II,2,Business Institutions
3568,2014,Minor,II,2,Business Institutions
3573,2014,Minor,II,2,Business Institutions
3594,2014,Minor,II,2,Business Institutions
3614,2014,Minor,II,2,Business Institutions
3615,2014,Minor,II,2,Business Institutions
3624,2014,Minor,II,2,Business Institutions
3640,2014,Minor,II,2,Business Institutions
3651,2014,Minor,II,2,Business Institutions
3659,2014,Minor,II,2,Business Institutions
3677,2014,Minor,II,2,Business Institutions
3702,2014,Minor,II,2,Business Institutions
3706,2014,Minor,II,2,Business Institutions
3711,2014,Minor,II,2,Business Institutions
3715,2014,Minor,II,2,Business Institutions
3718,2014,Minor,II,2,Business Institutions
3754,2014,Minor,II,2,Business Institutions
3758,2014,Minor,II,2,Business Institutions
3759,2014,Minor,II,2,Business Institutions
3796,2014,Minor,II,2,Business Institutions
3845,2014,Minor,II,2,Business Institutions
3867,2014,Minor,II,2,Business Institutions
4687,2014,Minor,II,2,Business Institutions
3712,2014,Minor,II,2,Business Institutions
3684,2014,Minor,II,2,Business Institutions
3199,2014,Minor,II,2,Business Institutions
3349,2014,Minor,II,2,Business Institutions
3449,2014,Minor,II,2,Business Institutions
3799,2014,Minor,II,2,Business Institutions
3708,2014,Minor,II,2,Business Institutions
3095,2014,Minor,II,2,Business Institutions
2795,2014,Minor,II,2,Business Institutions
3838,2014,Minor,II,2,Business Institutions
2983,2014,Minor,III,1.25,Business German
3239,2014,Minor,III,1.25,Business German
3277,2014,Minor,III,1.25,Business German
3428,2014,Minor,NA,NA,Biotechnology & Biochem Engg
3060,2014,Minor,III,4,Asian Studies
3585,2014,Minor,III,4,Asian Studies
3083,2014,Minor,II,6,Asian American Studies
3030,2014,Minor,II,5,Anthropology
3066,2014,Minor,III,4,African Studies
3366,2014,Minor,II,6,African American Studies
3574,2014,Minor,II,6,African American Studies
4327,2015,Minor,III,2,World Literature
4774,2015,Minor,III,2,World Literature
5108,2015,Minor,III,2,World Literature
5068,2015,Minor,III,2,World Literature
4749,2015,Minor,NA,NA,Transportation & Logistics
4986,2015,Minor,NA,NA,Transportation & Logistics
4694,2015,Minor,NA,NA,Theatre
4768,2015,Minor,NA,NA,Theatre
4873,2015,Minor,NA,NA,Theatre
4978,2015,Minor,NA,NA,Theatre
6153,2015,Minor,NA,NA,Theatre
4186,2015,Minor,NA,NA,Theatre
4031,2015,Minor,I,1,Statistics
4903,2015,Minor,I,1,Statistics
4097,2015,Minor,I,1,Statistics
3679,2015,Minor,III,1,Spanish
3963,2015,Minor,III,1,Spanish
4013,2015,Minor,III,1,Spanish
4015,2015,Minor,III,1,Spanish
4139,2015,Minor,III,1,Spanish
4303,2015,Minor,III,1,Spanish
4316,2015,Minor,III,1,Spanish
4378,2015,Minor,III,1,Spanish
4440,2015,Minor,III,1,Spanish
4473,2015,Minor,III,1,Spanish
4569,2015,Minor,III,1,Spanish
4840,2015,Minor,III,1,Spanish
4936,2015,Minor,III,1,Spanish
4970,2015,Minor,III,1,Spanish
5006,2015,Minor,III,1,Spanish
5063,2015,Minor,III,1,Spanish
5082,2015,Minor,III,1,Spanish
5599,2015,Minor,III,1,Spanish
4465,2015,Minor,III,1,Spanish
4270,2015,Minor,III,1,Spanish
4626,2015,Minor,III,1,Spanish
4367,2015,Minor,III,1,Spanish
4492,2015,Minor,III,1,Spanish
4812,2015,Minor,III,1,Spanish
3028,2015,Minor,III,1,Spanish
4669,2015,Minor,III,1,Spanish
4376,2015,Minor,II,5,Sociology
4432,2015,Minor,II,5,Sociology
4481,2015,Minor,II,5,Sociology
4507,2015,Minor,II,5,Sociology
4586,2015,Minor,II,5,Sociology
4705,2015,Minor,II,5,Sociology
4726,2015,Minor,II,5,Sociology
4800,2015,Minor,II,5,Sociology
4999,2015,Minor,II,5,Sociology
5051,2015,Minor,II,5,Sociology
4523,2015,Minor,II,5,Sociology
5725,2015,Minor,II,5,Sociology
6152,2015,Minor,NA,NA,Slavic Languages & Literature
3901,2015,Minor,II,4,Science in Human Culture
3905,2015,Minor,II,4,Science in Human Culture
4065,2015,Minor,II,4,Science in Human Culture
4127,2015,Minor,II,4,Science in Human Culture
4269,2015,Minor,II,4,Science in Human Culture
4755,2015,Minor,II,4,Science in Human Culture
4997,2015,Minor,II,4,Science in Human Culture
4625,2015,Minor,II,4,Science in Human Culture
4301,2015,Minor,II,4,Science in Human Culture
4750,2015,Minor,III,3,Religious Studies
4983,2015,Minor,III,3,Religious Studies
4006,2015,Minor,II,2,Psychology
4112,2015,Minor,II,2,Psychology
4147,2015,Minor,II,2,Psychology
4156,2015,Minor,II,2,Psychology
4219,2015,Minor,II,2,Psychology
4319,2015,Minor,II,2,Psychology
4401,2015,Minor,II,2,Psychology
4403,2015,Minor,II,2,Psychology
4553,2015,Minor,II,2,Psychology
4572,2015,Minor,II,2,Psychology
4615,2015,Minor,II,2,Psychology
4620,2015,Minor,II,2,Psychology
4648,2015,Minor,II,2,Psychology
4674,2015,Minor,II,2,Psychology
4848,2015,Minor,II,2,Psychology
4874,2015,Minor,II,2,Psychology
4893,2015,Minor,II,2,Psychology
4908,2015,Minor,II,2,Psychology
5048,2015,Minor,II,2,Psychology
5815,2015,Minor,II,2,Psychology
6133,2015,Minor,II,2,Psychology
4078,2015,Minor,II,2,Psychology
4396,2015,Minor,II,2,Psychology
4914,2015,Minor,II,2,Psychology
4987,2015,Minor,II,2,Psychology
4090,2015,Minor,II,5,Political Science
4299,2015,Minor,II,5,Political Science
4392,2015,Minor,II,5,Political Science
4528,2015,Minor,II,5,Political Science
4571,2015,Minor,II,5,Political Science
4668,2015,Minor,II,5,Political Science
4744,2015,Minor,II,5,Political Science
4790,2015,Minor,II,5,Political Science
5070,2015,Minor,II,5,Political Science
4027,2015,Minor,II,5,Political Science
4133,2015,Minor,II,5,Political Science
6139,2015,Minor,II,5,Political Science
3386,2015,Minor,I,3,Physics and Astronomy
4321,2015,Minor,I,3,Physics and Astronomy
5031,2015,Minor,I,3,Physics and Astronomy
4526,2015,Minor,I,3,Physics and Astronomy
3209,2015,Minor,I,3,Physics and Astronomy
4312,2015,Minor,III,3,Philosophy
4639,2015,Minor,III,3,Philosophy
4753,2015,Minor,III,3,Philosophy
4794,2015,Minor,III,3,Philosophy
4284,2015,Minor,III,3,Philosophy
4496,2015,Minor,NA,NA,Music Technology
4423,2015,Minor,NA,NA,Music Cognition
4974,2015,Minor,NA,NA,Music Cognition
5910,2015,Minor,NA,NA,Music Cognition
941,2015,Minor,I,1,Mathematics
3531,2015,Minor,I,1,Mathematics
3955,2015,Minor,I,1,Mathematics
3967,2015,Minor,I,1,Mathematics
4153,2015,Minor,I,1,Mathematics
4167,2015,Minor,I,1,Mathematics
4483,2015,Minor,I,1,Mathematics
4632,2015,Minor,I,1,Mathematics
5013,2015,Minor,I,1,Mathematics
5210,2015,Minor,I,1,Mathematics
4000,2015,Minor,II,2,Linguistics
4079,2015,Minor,II,2,Linguistics
4855,2015,Minor,II,2,Linguistics
5079,2015,Minor,II,2,Linguistics
950,2015,Minor,II,5,Legal Studies
3922,2015,Minor,II,5,Legal Studies
4030,2015,Minor,II,5,Legal Studies
4517,2015,Minor,II,5,Legal Studies
4588,2015,Minor,II,5,Legal Studies
4594,2015,Minor,II,5,Legal Studies
4601,2015,Minor,II,5,Legal Studies
4642,2015,Minor,II,5,Legal Studies
4824,2015,Minor,II,5,Legal Studies
4894,2015,Minor,II,5,Legal Studies
4954,2015,Minor,II,5,Legal Studies
4964,2015,Minor,II,5,Legal Studies
5052,2015,Minor,II,5,Legal Studies
4056,2015,Minor,II,5,Legal Studies
4906,2015,Minor,II,5,Legal Studies
4180,2015,Minor,III,4,Latina & Latino Studies
4244,2015,Minor,III,4,Latina & Latino Studies
4721,2015,Minor,III,4,Latina & Latino Studies
4231,2015,Minor,III,4,Jewish Studies
4593,2015,Minor,III,4,Jewish Studies
4086,2015,Minor,III,1,Asian Languages and Cultures
4352,2015,Minor,III,1,Italian
4453,2015,Minor,III,1,Italian
4743,2015,Minor,II,6,International Studies
4935,2015,Minor,II,6,International Studies
5055,2015,Minor,II,6,International Studies
3990,2015,Minor,II,6,International Studies
4460,2015,Minor,NA,NA,Human Communication Sciences
4711,2015,Minor,NA,NA,Human Communication Sciences
2458,2015,Minor,II,7,History
3911,2015,Minor,II,7,History
4373,2015,Minor,II,7,History
4430,2015,Minor,II,7,History
4467,2015,Minor,II,7,History
4516,2015,Minor,II,7,History
4543,2015,Minor,II,7,History
4544,2015,Minor,II,7,History
4939,2015,Minor,II,7,History
4966,2015,Minor,II,7,History
5248,2015,Minor,II,7,History
4793,2015,Minor,II,7,History
3890,2015,Minor,I,5.5,Global Health Studies
3937,2015,Minor,I,5.5,Global Health Studies
3942,2015,Minor,I,5.5,Global Health Studies
3948,2015,Minor,I,5.5,Global Health Studies
3968,2015,Minor,I,5.5,Global Health Studies
3973,2015,Minor,I,5.5,Global Health Studies
3974,2015,Minor,I,5.5,Global Health Studies
4046,2015,Minor,I,5.5,Global Health Studies
4059,2015,Minor,I,5.5,Global Health Studies
4085,2015,Minor,I,5.5,Global Health Studies
4179,2015,Minor,I,5.5,Global Health Studies
4200,2015,Minor,I,5.5,Global Health Studies
4240,2015,Minor,I,5.5,Global Health Studies
4335,2015,Minor,I,5.5,Global Health Studies
4377,2015,Minor,I,5.5,Global Health Studies
4384,2015,Minor,I,5.5,Global Health Studies
4436,2015,Minor,I,5.5,Global Health Studies
4489,2015,Minor,I,5.5,Global Health Studies
4513,2015,Minor,I,5.5,Global Health Studies
4561,2015,Minor,I,5.5,Global Health Studies
4563,2015,Minor,I,5.5,Global Health Studies
4580,2015,Minor,I,5.5,Global Health Studies
4591,2015,Minor,I,5.5,Global Health Studies
4614,2015,Minor,I,5.5,Global Health Studies
4629,2015,Minor,I,5.5,Global Health Studies
4690,2015,Minor,I,5.5,Global Health Studies
4692,2015,Minor,I,5.5,Global Health Studies
4701,2015,Minor,I,5.5,Global Health Studies
4763,2015,Minor,I,5.5,Global Health Studies
4839,2015,Minor,I,5.5,Global Health Studies
4869,2015,Minor,I,5.5,Global Health Studies
4929,2015,Minor,I,5.5,Global Health Studies
4945,2015,Minor,I,5.5,Global Health Studies
4967,2015,Minor,I,5.5,Global Health Studies
5613,2015,Minor,I,5.5,Global Health Studies
5801,2015,Minor,I,5.5,Global Health Studies
5848,2015,Minor,I,5.5,Global Health Studies
3941,2015,Minor,I,5.5,Global Health Studies
4434,2015,Minor,III,1.25,German Studies
3229,2015,Minor,III,1.25,German
3964,2015,Minor,III,1.25,German
5016,2015,Minor,II,4.5,Geography
4064,2015,Minor,III,4,Gender and Sexuality Studies
4332,2015,Minor,III,4,Gender and Sexuality Studies
4389,2015,Minor,III,4,Gender and Sexuality Studies
4546,2015,Minor,III,4,Gender and Sexuality Studies
4634,2015,Minor,III,4,Gender and Sexuality Studies
5058,2015,Minor,III,4,Gender and Sexuality Studies
4733,2015,Minor,III,4,Gender and Sexuality Studies
6088,2015,Minor,III,4,Gender and Sexuality Studies
3970,2015,Minor,III,1,French
4095,2015,Minor,III,1,French
4422,2015,Minor,III,1,French
4548,2015,Minor,III,1,French
4760,2015,Minor,III,1,French
4820,2015,Minor,III,1,French
4882,2015,Minor,III,1,French
4917,2015,Minor,III,1,French
5032,2015,Minor,III,1,French
4475,2015,Minor,III,1,French
4039,2015,Minor,NA,NA,Film & Media Studies
4154,2015,Minor,NA,NA,Film & Media Studies
4166,2015,Minor,NA,NA,Film & Media Studies
4205,2015,Minor,NA,NA,Film & Media Studies
5057,2015,Minor,NA,NA,Film & Media Studies
4125,2015,Minor,II,4,Environmental Policy & Culture
4132,2015,Minor,II,4,Environmental Policy & Culture
4150,2015,Minor,II,4,Environmental Policy & Culture
4486,2015,Minor,II,4,Environmental Policy & Culture
4536,2015,Minor,II,4,Environmental Policy & Culture
4831,2015,Minor,II,4,Environmental Policy & Culture
4942,2015,Minor,II,4,Environmental Policy & Culture
4996,2015,Minor,II,4,Environmental Policy & Culture
5011,2015,Minor,II,4,Environmental Policy & Culture
5042,2015,Minor,II,4,Environmental Policy & Culture
5077,2015,Minor,II,4,Environmental Policy & Culture
6220,2015,Minor,II,4,Environmental Policy & Culture
4647,2015,Minor,II,4,Environmental Policy & Culture
2958,2015,Minor,III,2,English
4023,2015,Minor,III,2,English
4069,2015,Minor,III,2,English
4074,2015,Minor,III,2,English
4093,2015,Minor,III,2,English
4175,2015,Minor,III,2,English
4193,2015,Minor,III,2,English
4242,2015,Minor,III,2,English
4266,2015,Minor,III,2,English
4607,2015,Minor,III,2,English
4714,2015,Minor,III,2,English
5039,2015,Minor,III,2,English
5054,2015,Minor,III,2,English
4326,2015,Minor,III,2,English
4886,2015,Minor,III,2,English
3367,2015,Minor,II,2,Economics
4055,2015,Minor,II,2,Economics
4164,2015,Minor,II,2,Economics
4210,2015,Minor,II,2,Economics
4236,2015,Minor,II,2,Economics
4255,2015,Minor,II,2,Economics
4344,2015,Minor,II,2,Economics
4397,2015,Minor,II,2,Economics
4554,2015,Minor,II,2,Economics
4558,2015,Minor,II,2,Economics
4596,2015,Minor,II,2,Economics
4631,2015,Minor,II,2,Economics
4671,2015,Minor,II,2,Economics
4699,2015,Minor,II,2,Economics
4717,2015,Minor,II,2,Economics
4723,2015,Minor,II,2,Economics
4736,2015,Minor,II,2,Economics
4830,2015,Minor,II,2,Economics
4977,2015,Minor,II,2,Economics
5002,2015,Minor,II,2,Economics
5044,2015,Minor,II,2,Economics
5064,2015,Minor,II,2,Economics
5069,2015,Minor,II,2,Economics
4068,2015,Minor,II,2,Economics
3960,2015,Minor,II,2,Economics
4448,2015,Minor,I,4,Earth & Planetary Sciences
4828,2015,Minor,NA,NA,Dance
3236,2015,Minor,III,2,Critical Theory
4174,2015,Minor,III,2,Critical Theory
5012,2015,Minor,III,2,Critical Theory
2645,2015,Minor,III,2,Critical Theory
3949,2015,Minor,I,1,Computer Science
3998,2015,Minor,I,1,Computer Science
4104,2015,Minor,I,1,Computer Science
4129,2015,Minor,I,1,Computer Science
4216,2015,Minor,I,1,Computer Science
4252,2015,Minor,I,1,Computer Science
4360,2015,Minor,I,1,Computer Science
4502,2015,Minor,I,1,Computer Science
4651,2015,Minor,I,1,Computer Science
4775,2015,Minor,I,1,Computer Science
4832,2015,Minor,I,1,Computer Science
4842,2015,Minor,I,1,Computer Science
4926,2015,Minor,I,1,Computer Science
4951,2015,Minor,I,1,Computer Science
5050,2015,Minor,I,1,Computer Science
3636,2015,Minor,NA,NA,Composition
3931,2015,Minor,NA,NA,Composition
3686,2015,Minor,NA,NA,Commercial Music
4038,2015,Minor,II,2,Cognitive Science
4224,2015,Minor,II,2,Cognitive Science
4518,2015,Minor,II,2,Cognitive Science
4752,2015,Minor,II,2,Cognitive Science
4067,2015,Minor,III,2.5,Classics
4220,2015,Minor,III,2.5,Classics
4505,2015,Minor,III,2.5,Classics
4207,2015,Minor,III,2.5,Classical Studies
4238,2015,Minor,III,2.5,Classical Studies
4471,2015,Minor,III,2.5,Classical Studies
4719,2015,Minor,III,2.5,Classical Studies
4138,2015,Minor,III,2.5,Classical Studies
1525,2015,Minor,III,1,Asian Languages and Cultures
2507,2015,Minor,III,1,Asian Languages and Cultures
3900,2015,Minor,III,1,Asian Languages and Cultures
3959,2015,Minor,III,1,Asian Languages and Cultures
4029,2015,Minor,III,1,Asian Languages and Cultures
4385,2015,Minor,III,1,Asian Languages and Cultures
4405,2015,Minor,III,1,Asian Languages and Cultures
4417,2015,Minor,III,1,Asian Languages and Cultures
4538,2015,Minor,III,1,Asian Languages and Cultures
4574,2015,Minor,III,1,Asian Languages and Cultures
4797,2015,Minor,III,1,Asian Languages and Cultures
4880,2015,Minor,III,1,Asian Languages and Cultures
4975,2015,Minor,III,1,Asian Languages and Cultures
5045,2015,Minor,III,1,Asian Languages and Cultures
4604,2015,Minor,III,1,Asian Languages and Cultures
3610,2015,Minor,I,3,Chemistry
3906,2015,Minor,I,3,Chemistry
3962,2015,Minor,I,3,Chemistry
4025,2015,Minor,I,3,Chemistry
4113,2015,Minor,I,3,Chemistry
4144,2015,Minor,I,3,Chemistry
4230,2015,Minor,I,3,Chemistry
4290,2015,Minor,I,3,Chemistry
4336,2015,Minor,I,3,Chemistry
4458,2015,Minor,I,3,Chemistry
4587,2015,Minor,I,3,Chemistry
4708,2015,Minor,I,3,Chemistry
4849,2015,Minor,I,3,Chemistry
5122,2015,Minor,I,3,Chemistry
4817,2015,Minor,I,3,Chemistry
4835,2015,Minor,I,3,Chemistry
576,2015,Minor,II,2,Business Institutions
3138,2015,Minor,II,2,Business Institutions
3141,2015,Minor,II,2,Business Institutions
3168,2015,Minor,II,2,Business Institutions
3547,2015,Minor,II,2,Business Institutions
3571,2015,Minor,II,2,Business Institutions
3977,2015,Minor,II,2,Business Institutions
3983,2015,Minor,II,2,Business Institutions
3987,2015,Minor,II,2,Business Institutions
3995,2015,Minor,II,2,Business Institutions
4002,2015,Minor,II,2,Business Institutions
4016,2015,Minor,II,2,Business Institutions
4033,2015,Minor,II,2,Business Institutions
4048,2015,Minor,II,2,Business Institutions
4049,2015,Minor,II,2,Business Institutions
4057,2015,Minor,II,2,Business Institutions
4060,2015,Minor,II,2,Business Institutions
4084,2015,Minor,II,2,Business Institutions
4094,2015,Minor,II,2,Business Institutions
4101,2015,Minor,II,2,Business Institutions
4117,2015,Minor,II,2,Business Institutions
4131,2015,Minor,II,2,Business Institutions
4145,2015,Minor,II,2,Business Institutions
4158,2015,Minor,II,2,Business Institutions
4162,2015,Minor,II,2,Business Institutions
4165,2015,Minor,II,2,Business Institutions
4185,2015,Minor,II,2,Business Institutions
4222,2015,Minor,II,2,Business Institutions
4247,2015,Minor,II,2,Business Institutions
4260,2015,Minor,II,2,Business Institutions
4261,2015,Minor,II,2,Business Institutions
4276,2015,Minor,II,2,Business Institutions
4277,2015,Minor,II,2,Business Institutions
4278,2015,Minor,II,2,Business Institutions
4280,2015,Minor,II,2,Business Institutions
4287,2015,Minor,II,2,Business Institutions
4294,2015,Minor,II,2,Business Institutions
4302,2015,Minor,II,2,Business Institutions
4308,2015,Minor,II,2,Business Institutions
4324,2015,Minor,II,2,Business Institutions
4328,2015,Minor,II,2,Business Institutions
4339,2015,Minor,II,2,Business Institutions
4343,2015,Minor,II,2,Business Institutions
